단지코드,총세대수,임대건물구분,지역,공급유형,전용면적,전용면적별세대수,공가수,자격유형,임대보증금,임대료,지하철수,버정수,단지내주차면수
C1564,354,1,1,1,59.89,44,2.0,1,21451000.0,158060.0,0.0,4.0,286.0
C1495,1175,1,6,1,36.63,427,14.0,1,11827000.0,100270.0,0.0,4.0,1024.0
C1495,1175,1,6,1,36.63,60,14.0,1,11827000.0,104160.0,0.0,4.0,1024.0
C1495,1175,1,6,1,36.63,86,14.0,1,11827000.0,104160.0,0.0,4.0,1024.0
C1495,1175,1,6,1,46.22,473,14.0,1,15423000.0,151740.0,0.0,4.0,1024.0
C1495,1175,1,6,1,46.82,129,14.0,1,15423000.0,160740.0,0.0,4.0,1024.0
C2653,879,1,4,1,51.86,348,25.0,1,22876000.0,232570.0,0.0,16.0,802.0
C2653,879,1,4,1,51.86,60,25.0,1,22876000.0,232570.0,0.0,16.0,802.0
C2653,879,1,4,1,51.95,29,25.0,1,22876000.0,232570.0,0.0,16.0,802.0
C2653,879,1,4,1,59.57,442,25.0,1,25419000.0,274510.0,0.0,16.0,802.0
C1392,794,1,1,1,36.63,284,17.0,1,11518000.0,111470.0,0.0,2.0,645.0
C1392,794,1,1,1,36.63,108,17.0,1,11518000.0,111470.0,0.0,2.0,645.0
C1392,794,1,1,1,39.48,84,17.0,1,14863000.0,123870.0,0.0,2.0,645.0
C1392,794,1,1,1,46.9,84,17.0,1,19819000.0,161020.0,0.0,2.0,645.0
C1392,794,1,1,1,46.9,156,17.0,1,19819000.0,161020.0,0.0,2.0,645.0
C1392,794,1,1,1,46.9,78,17.0,1,19819000.0,161020.0,0.0,2.0,645.0
C2128,335,1,4,1,33.13,74,3.0,1,10528000.0,59440.0,0.0,4.0,278.0
C2128,335,1,4,1,41.05,165,3.0,1,15854000.0,86700.0,0.0,4.0,278.0
C2128,335,1,4,1,51.45,25,3.0,1,23039000.0,128820.0,0.0,4.0,278.0
C2128,335,1,4,1,51.64,71,3.0,1,23039000.0,128820.0,0.0,4.0,278.0
C1282,745,1,12,1,36.5,188,25.0,1,15920000.0,131470.0,0.0,3.0,705.0
C1282,745,1,12,1,36.5,288,25.0,1,15920000.0,131470.0,0.0,3.0,705.0
C1282,745,1,12,1,36.9,39,25.0,1,15920000.0,131470.0,0.0,3.0,705.0
C1282,745,1,12,1,46.73,58,25.0,1,24124000.0,171270.0,0.0,3.0,705.0
C1282,745,1,12,1,46.93,116,25.0,1,24124000.0,171270.0,0.0,3.0,705.0
C1282,745,1,12,1,59.59,56,25.0,1,37393000.0,270190.0,0.0,3.0,705.0
C1521,1414,1,5,1,29.41,68,20.0,1,8410000.0,84100.0,0.0,4.0,1307.0
C1521,1414,1,5,1,36.37,346,20.0,1,12015000.0,102130.0,0.0,4.0,1307.0
C1521,1414,1,5,1,36.37,62,20.0,1,12015000.0,102130.0,0.0,4.0,1307.0
C1521,1414,1,5,1,36.39,296,20.0,1,12015000.0,102130.0,0.0,4.0,1307.0
C1521,1414,1,5,1,46.79,152,20.0,1,21628000.0,132160.0,0.0,4.0,1307.0
C1521,1414,1,5,1,46.79,76,20.0,1,21628000.0,132160.0,0.0,4.0,1307.0
C1521,1414,1,5,1,46.9,186,20.0,1,21628000.0,132160.0,0.0,4.0,1307.0
C1521,1414,1,5,1,46.9,56,20.0,1,21628000.0,132160.0,0.0,4.0,1307.0
C1521,1414,1,5,1,55.85,172,20.0,1,28838000.0,162210.0,0.0,4.0,1307.0
C2076,1385,1,2,1,33.24,564,25.0,1,10651000.0,99080.0,0.0,14.0,1139.0
C2076,1385,1,2,1,39.63,163,25.0,1,13625000.0,130070.0,0.0,14.0,1139.0
C2076,1385,1,2,1,39.63,13,25.0,1,13625000.0,130070.0,0.0,14.0,1139.0
C2076,1385,1,2,1,39.98,300,25.0,1,13625000.0,130070.0,0.0,14.0,1139.0
C2076,1385,1,2,1,46.9,225,25.0,1,20439000.0,167230.0,0.0,14.0,1139.0
C2076,1385,1,2,1,55.83,120,25.0,1,30969000.0,185810.0,0.0,14.0,1139.0
C1060,659,1,4,1,26.91,118,7.0,1,19945000.0,135770.0,0.0,5.0,602.0
C1060,659,1,4,1,36.93,238,7.0,8,27756000.0,189840.0,0.0,5.0,602.0
C1060,659,1,4,1,46.73,45,7.0,1,44098000.0,300400.0,0.0,5.0,602.0
C1060,659,1,4,1,46.83,12,7.0,1,44098000.0,300400.0,0.0,5.0,602.0
C1060,659,1,4,1,46.83,44,7.0,8,44098000.0,300400.0,0.0,5.0,602.0
C1060,659,1,4,1,46.94,90,7.0,1,44098000.0,300400.0,0.0,5.0,602.0
C1060,659,1,4,1,55.7,112,7.0,8,52149000.0,356870.0,0.0,5.0,602.0
C2473,1147,1,7,1,29.73,72,17.0,1,10638000.0,88650.0,0.0,1.0,1222.0
C2473,1147,1,7,1,29.73,174,17.0,1,10638000.0,88650.0,0.0,1.0,1222.0
C2473,1147,1,7,1,36.38,32,17.0,1,14184000.0,100460.0,0.0,1.0,1222.0
C2473,1147,1,7,1,36.56,367,17.0,1,14184000.0,100460.0,0.0,1.0,1222.0
C2473,1147,1,7,1,36.56,86,17.0,1,14184000.0,100460.0,0.0,1.0,1222.0
C2473,1147,1,7,1,36.61,110,17.0,1,14184000.0,100460.0,0.0,1.0,1222.0
C2473,1147,1,7,1,46.9,98,17.0,1,24823000.0,139460.0,0.0,1.0,1222.0
C2473,1147,1,7,1,46.9,5,17.0,1,24823000.0,139460.0,0.0,1.0,1222.0
C2473,1147,1,7,1,51.52,95,17.0,1,30734000.0,174930.0,0.0,1.0,1222.0
C2473,1147,1,7,1,51.52,44,17.0,1,30734000.0,174930.0,0.0,1.0,1222.0
C2473,1147,1,7,1,51.52,44,17.0,1,30734000.0,174930.0,0.0,1.0,1222.0
C2473,1147,1,7,1,59.24,20,17.0,1,36644000.0,236410.0,0.0,1.0,1222.0
C2557,964,1,9,1,46.46,168,31.0,1,28723000.0,160740.0,0.0,4.0,818.0
C2557,964,1,9,1,46.46,45,31.0,1,28723000.0,160740.0,0.0,4.0,818.0
C2557,964,1,9,1,46.98,60,31.0,1,28723000.0,160740.0,0.0,4.0,818.0
C2557,964,1,9,1,46.98,15,31.0,1,28723000.0,160740.0,0.0,4.0,818.0
C2557,964,1,9,1,51.6,320,31.0,1,34280000.0,206850.0,0.0,4.0,818.0
C2557,964,1,9,1,51.6,58,31.0,1,34280000.0,206850.0,0.0,4.0,818.0
C2557,964,1,9,1,59.86,298,31.0,1,40781000.0,239950.0,0.0,4.0,818.0
C1835,1060,1,4,1,26.12,210,37.0,1,13221000.0,143510.0,0.0,18.0,925.0
C1835,1060,1,4,1,36.55,161,37.0,1,18646000.0,207930.0,0.0,18.0,925.0
C1835,1060,1,4,1,36.55,53,37.0,1,18646000.0,207930.0,0.0,18.0,925.0
C1835,1060,1,4,1,36.63,240,37.0,1,18646000.0,207930.0,0.0,18.0,925.0
C1835,1060,1,4,1,46.61,232,37.0,5,123711000.0,64430.0,0.0,18.0,925.0
C1835,1060,1,4,1,51.55,114,37.0,5,144496000.0,75250.0,0.0,18.0,925.0
C1835,1060,1,4,1,51.75,50,37.0,5,144496000.0,75250.0,0.0,18.0,925.0
C2224,826,1,2,1,51.59,658,26.0,1,27597000.0,315070.0,0.0,4.0,746.0
C2224,826,1,2,1,59.95,168,26.0,1,32196000.0,363350.0,0.0,4.0,746.0
C2222,456,1,1,1,47.0,107,16.0,1,17098000.0,142660.0,0.0,3.0,372.0
C2222,456,1,1,1,36.51,48,16.0,1,9126000.0,93360.0,0.0,3.0,372.0
C2222,456,1,1,1,36.96,22,16.0,1,9126000.0,93360.0,0.0,3.0,372.0
C2222,456,1,1,1,39.09,74,16.0,1,11748000.0,97550.0,0.0,3.0,372.0
C2222,456,1,1,1,39.57,150,16.0,1,11748000.0,97550.0,0.0,3.0,372.0
C2222,456,1,1,1,39.57,18,16.0,1,11748000.0,97550.0,0.0,3.0,372.0
C2222,456,1,1,1,49.11,37,16.0,1,18252000.0,152100.0,0.0,3.0,372.0
C2430,687,1,3,5,51.88,151,13.0,1,32313000.0,484890.0,0.0,1.0,690.0
C2430,687,1,3,5,59.69,106,13.0,1,41705000.0,572340.0,0.0,1.0,690.0
C2430,687,1,3,5,59.99,18,13.0,1,42185000.0,575620.0,0.0,1.0,690.0
C2430,687,1,3,6,51.88,238,13.0,1,58741000.0,142940.0,0.0,1.0,690.0
C2430,687,1,3,6,59.69,137,13.0,1,67587000.0,164460.0,0.0,1.0,690.0
C2430,687,1,3,6,59.99,37,13.0,1,68039000.0,165560.0,0.0,1.0,690.0
C2497,488,1,1,5,59.95,89,37.0,1,31000000.0,416000.0,0.0,6.0,624.0
C2497,488,1,1,5,59.99,41,37.0,1,31000000.0,416000.0,0.0,6.0,624.0
C2497,488,1,1,5,74.9,215,37.0,1,35800000.0,550000.0,0.0,6.0,624.0
C2497,488,1,1,5,74.98,21,37.0,1,35800000.0,550000.0,0.0,6.0,624.0
C1494,728,1,6,5,74.95,66,10.0,1,31698000.0,470010.0,0.0,5.0,803.0
C1494,728,1,6,5,84.91,582,10.0,1,41535000.0,535590.0,0.0,5.0,803.0
C1494,728,1,6,5,84.94,80,10.0,1,41535000.0,535590.0,0.0,5.0,803.0
C1457,736,1,11,1,36.83,440,30.0,1,15113000.0,233470.0,0.0,2.0,704.0
C1457,736,1,11,1,46.69,158,30.0,1,32823000.0,309050.0,0.0,2.0,704.0
C1457,736,1,11,1,51.6,138,30.0,1,36883000.0,360950.0,0.0,2.0,704.0
C1525,1331,1,4,1,26.47,48,17.0,8,14663000.0,156780.0,1.0,6.0,1204.0
C1525,1331,1,4,1,26.88,84,17.0,1,14663000.0,156780.0,1.0,6.0,1204.0
C1525,1331,1,4,1,36.64,84,17.0,8,19964000.0,213170.0,1.0,6.0,1204.0
C1525,1331,1,4,1,36.64,178,17.0,8,19964000.0,213170.0,1.0,6.0,1204.0
C1525,1331,1,4,1,36.73,150,17.0,8,19964000.0,213170.0,1.0,6.0,1204.0
C1525,1331,1,4,1,46.42,58,17.0,8,36658000.0,298900.0,1.0,6.0,1204.0
C1525,1331,1,4,1,46.42,154,17.0,8,36658000.0,298900.0,1.0,6.0,1204.0
C1525,1331,1,4,1,46.42,12,17.0,1,36658000.0,298900.0,1.0,6.0,1204.0
C1525,1331,1,4,1,46.42,33,17.0,1,36658000.0,298900.0,1.0,6.0,1204.0
C1525,1331,1,4,1,46.64,36,17.0,1,36658000.0,298900.0,1.0,6.0,1204.0
C1525,1331,1,4,1,46.7,100,17.0,8,36658000.0,298900.0,1.0,6.0,1204.0
C1525,1331,1,4,1,46.94,50,17.0,1,36658000.0,298900.0,1.0,6.0,1204.0
C1525,1331,1,4,1,51.57,76,17.0,8,45005000.0,357550.0,1.0,6.0,1204.0
C1525,1331,1,4,1,51.57,32,17.0,8,45005000.0,357550.0,1.0,6.0,1204.0
C1525,1331,1,4,1,51.98,86,17.0,1,45005000.0,357550.0,1.0,6.0,1204.0
C1525,1331,1,4,1,59.4,84,17.0,8,56285000.0,406070.0,1.0,6.0,1204.0
C1525,1331,1,4,1,59.4,66,17.0,8,56285000.0,406070.0,1.0,6.0,1204.0
C1712,737,1,1,1,33.4,90,23.0,1,9216000.0,133850.0,0.0,2.0,632.0
C1712,737,1,1,1,36.95,148,23.0,1,10203000.0,148120.0,0.0,2.0,632.0
C1712,737,1,1,1,36.96,140,23.0,1,10203000.0,148120.0,0.0,2.0,632.0
C1712,737,1,1,1,49.86,228,23.0,1,23919000.0,230420.0,0.0,2.0,632.0
C1712,737,1,1,1,49.86,75,23.0,1,23919000.0,230420.0,0.0,2.0,632.0
C1712,737,1,1,1,59.97,56,23.0,1,28857000.0,323680.0,0.0,2.0,632.0
C2267,1191,1,4,1,26.12,184,33.0,1,12285000.0,142800.0,0.0,15.0,1052.0
C2267,1191,1,4,1,36.55,104,33.0,1,17325000.0,207900.0,0.0,15.0,1052.0
C2267,1191,1,4,1,36.55,48,33.0,1,17325000.0,207900.0,0.0,15.0,1052.0
C2267,1191,1,4,1,36.63,192,33.0,1,17325000.0,207900.0,0.0,15.0,1052.0
C2267,1191,1,4,1,36.64,207,33.0,1,17325000.0,207900.0,0.0,15.0,1052.0
C2267,1191,1,4,1,46.49,67,33.0,1,34755000.0,290850.0,0.0,15.0,1052.0
C2267,1191,1,4,1,46.49,65,33.0,1,34755000.0,290850.0,0.0,15.0,1052.0
C2267,1191,1,4,1,46.61,156,33.0,1,34755000.0,290850.0,0.0,15.0,1052.0
C2267,1191,1,4,1,51.55,90,33.0,1,42420000.0,344400.0,0.0,15.0,1052.0
C2267,1191,1,4,1,51.75,78,33.0,1,42420000.0,344400.0,0.0,15.0,1052.0
C1623,296,1,1,1,39.62,50,10.0,1,11235000.0,93450.0,0.0,1.0,239.0
C1623,296,1,1,1,46.89,42,10.0,1,15330000.0,128100.0,0.0,1.0,239.0
C1623,296,1,1,1,46.89,84,10.0,1,15330000.0,128100.0,0.0,1.0,239.0
C1623,296,1,1,1,46.95,14,10.0,1,15330000.0,128100.0,0.0,1.0,239.0
C1623,296,1,1,1,51.93,26,10.0,1,18795000.0,156450.0,0.0,1.0,239.0
C1623,296,1,1,1,51.94,80,10.0,1,18795000.0,156450.0,0.0,1.0,239.0
C2131,538,1,8,5,51.84,106,5.0,1,25886000.0,359140.0,0.0,3.0,451.0
C2131,538,1,8,5,51.88,36,5.0,1,25998000.0,360220.0,0.0,3.0,451.0
C2131,538,1,8,5,59.44,198,5.0,1,33034000.0,431760.0,0.0,3.0,451.0
C2131,538,1,8,6,51.84,77,5.0,1,52995000.0,128630.0,0.0,3.0,451.0
C2131,538,1,8,6,51.88,15,5.0,1,53102000.0,128890.0,0.0,3.0,451.0
C2131,538,1,8,6,59.44,106,5.0,1,61279000.0,148730.0,0.0,3.0,451.0
C2691,765,1,4,5,74.89,25,25.0,1,66000000.0,550000.0,0.0,19.0,910.0
C2691,765,1,4,5,74.95,150,25.0,1,66000000.0,550000.0,0.0,19.0,910.0
C2691,765,1,4,5,84.84,590,25.0,1,80000000.0,580000.0,0.0,19.0,910.0
C1147,1124,1,2,1,33.46,64,3.0,1,11401000.0,172590.0,0.0,2.0,980.0
C1147,1124,1,2,1,33.82,229,3.0,1,11401000.0,172590.0,0.0,2.0,980.0
C1147,1124,1,2,1,36.92,372,3.0,1,12447000.0,203970.0,0.0,2.0,980.0
C1147,1124,1,2,1,46.89,164,3.0,1,25104000.0,282420.0,0.0,2.0,980.0
C1147,1124,1,2,1,51.84,106,3.0,1,29288000.0,313800.0,0.0,2.0,980.0
C1147,1124,1,2,3,26.32,34,3.0,9,9141000.0,91620.0,0.0,2.0,980.0
C1147,1124,1,2,3,26.81,155,3.0,9,9326000.0,93420.0,0.0,2.0,980.0
C1692,1390,1,14,1,29.13,48,36.0,1,7741000.0,133330.0,0.0,2.0,1216.0
C1692,1390,1,14,1,29.8,528,36.0,1,7741000.0,133330.0,0.0,2.0,1216.0
C1692,1390,1,14,1,36.96,446,36.0,1,9354000.0,169880.0,0.0,2.0,1216.0
C1692,1390,1,14,1,46.89,176,36.0,1,20322000.0,266660.0,0.0,2.0,1216.0
C1692,1390,1,14,1,51.82,192,36.0,1,24838000.0,294620.0,0.0,2.0,1216.0
C1570,1278,1,12,1,36.71,460,36.0,1,7848000.0,140850.0,0.0,1.0,1014.0
C1570,1278,1,12,1,36.79,434,36.0,1,7848000.0,140850.0,0.0,1.0,1014.0
C1570,1278,1,12,1,46.38,178,36.0,1,17204000.0,198920.0,0.0,1.0,1014.0
C1570,1278,1,12,1,46.53,206,36.0,1,17204000.0,198920.0,0.0,1.0,1014.0
C1474,190,1,2,1,26.97,70,2.0,8,7224000.0,129030.0,0.0,4.0,142.0
C1474,190,1,2,1,36.92,80,2.0,8,9884000.0,181710.0,0.0,4.0,142.0
C1474,190,1,2,1,36.92,8,2.0,8,9884000.0,181710.0,0.0,4.0,142.0
C1474,190,1,2,1,46.98,32,2.0,8,21672000.0,246230.0,0.0,4.0,142.0
C1633,178,1,14,1,26.96,88,22.0,1,10305000.0,146780.0,0.0,4.0,168.0
C1633,178,1,14,1,26.96,12,22.0,1,10305000.0,146780.0,0.0,4.0,168.0
C1633,178,1,14,1,46.93,78,22.0,1,29680000.0,257000.0,0.0,4.0,168.0
C2113,990,1,6,1,29.75,234,32.0,1,8602000.0,129030.0,0.0,2.0,701.0
C2113,990,1,6,1,29.75,78,32.0,1,8602000.0,129030.0,0.0,2.0,701.0
C2113,990,1,6,1,36.8,238,32.0,1,10752000.0,186010.0,0.0,2.0,701.0
C2113,990,1,6,1,36.8,78,32.0,1,10752000.0,186010.0,0.0,2.0,701.0
C2113,990,1,6,1,46.72,166,32.0,1,21505000.0,212890.0,0.0,2.0,701.0
C2113,990,1,6,3,21.93,57,32.0,9,7185000.0,66830.0,0.0,2.0,701.0
C2113,990,1,6,3,21.93,19,32.0,9,7185000.0,66830.0,0.0,2.0,701.0
C2113,990,1,6,3,26.73,120,32.0,9,8758000.0,81470.0,0.0,2.0,701.0
C2175,595,1,2,5,74.82,118,5.0,1,47000000.0,470000.0,0.0,3.0,685.0
C2175,595,1,2,5,84.69,297,5.0,1,58000000.0,520000.0,0.0,3.0,685.0
C2175,595,1,2,5,84.86,143,5.0,1,58000000.0,520000.0,0.0,3.0,685.0
C2175,595,1,2,5,84.89,13,5.0,1,58000000.0,520000.0,0.0,3.0,685.0
C2175,595,1,2,5,84.94,13,5.0,1,58000000.0,520000.0,0.0,3.0,685.0
C2175,595,1,2,5,84.94,11,5.0,1,58000000.0,520000.0,0.0,3.0,685.0
C2303,963,1,4,5,74.93,89,16.0,1,48900000.0,494000.0,0.0,6.0,1161.0
C2303,963,1,4,5,74.93,89,16.0,1,48900000.0,494000.0,0.0,6.0,1161.0
C2303,963,1,4,5,84.76,165,16.0,1,59900000.0,554000.0,0.0,6.0,1161.0
C2303,963,1,4,5,84.91,400,16.0,1,59900000.0,544000.0,0.0,6.0,1161.0
C2303,963,1,4,5,84.91,150,16.0,1,59900000.0,544000.0,0.0,6.0,1161.0
C2303,963,1,4,5,84.91,70,16.0,1,59900000.0,544000.0,0.0,6.0,1161.0
C2547,626,1,4,1,21.99,186,9.0,8,12554000.0,127000.0,0.0,8.0,566.0
C2547,626,1,4,1,21.99,16,9.0,8,12554000.0,127000.0,0.0,8.0,566.0
C2547,626,1,4,1,29.99,90,9.0,8,16957000.0,163430.0,0.0,8.0,566.0
C2547,626,1,4,1,37.98,152,9.0,8,29720000.0,214440.0,0.0,8.0,566.0
C2547,626,1,4,1,37.98,16,9.0,8,29720000.0,214440.0,0.0,8.0,566.0
C2547,626,1,4,1,46.85,166,9.0,8,45418000.0,274820.0,0.0,8.0,566.0
C2292,906,1,15,1,21.92,336,22.0,8,8738000.0,131580.0,0.0,2.0,906.0
C2292,906,1,15,1,36.57,120,22.0,8,14494000.0,208680.0,0.0,2.0,906.0
C2292,906,1,15,1,36.61,30,22.0,8,14494000.0,208680.0,0.0,2.0,906.0
C2292,906,1,15,1,36.68,252,22.0,8,14494000.0,208680.0,0.0,2.0,906.0
C2292,906,1,15,1,46.7,168,22.0,8,31868000.0,273440.0,0.0,2.0,906.0
C1496,565,1,12,5,75.9,118,11.0,1,28000000.0,440000.0,0.0,3.0,582.0
C1496,565,1,12,5,84.64,98,11.0,1,35600000.0,480000.0,0.0,3.0,582.0
C1496,565,1,12,5,84.88,349,11.0,1,35600000.0,480000.0,0.0,3.0,582.0
C1289,482,1,6,1,26.91,124,15.0,8,9494000.0,109220.0,0.0,2.0,423.0
C1289,482,1,6,1,26.97,100,15.0,8,9494000.0,109220.0,0.0,2.0,423.0
C1289,482,1,6,1,36.96,124,15.0,8,13041000.0,181400.0,0.0,2.0,423.0
C1289,482,1,6,1,36.96,72,15.0,8,13041000.0,181400.0,0.0,2.0,423.0
C1289,482,1,6,1,46.92,62,15.0,8,28411000.0,202610.0,0.0,2.0,423.0
C1849,1054,1,6,1,26.92,344,6.0,8,7800000.0,131000.0,0.0,3.0,824.0
C1849,1054,1,6,1,37.01,370,6.0,8,14600000.0,184000.0,0.0,3.0,824.0
C1849,1054,1,6,1,46.85,76,6.0,8,23000000.0,242000.0,0.0,3.0,824.0
C1849,1054,1,6,3,24.72,232,6.0,9,7569000.0,73100.0,0.0,3.0,824.0
C1849,1054,1,6,3,24.76,32,6.0,9,7569000.0,73100.0,0.0,3.0,824.0
C1003,480,1,2,7,16.69,128,29.0,10,12000000.0,61000.0,0.0,3.0,339.0
C1003,480,1,2,7,26.34,172,29.0,10,19600000.0,100000.0,0.0,3.0,339.0
C1003,480,1,2,7,26.34,48,29.0,10,19600000.0,100000.0,0.0,3.0,339.0
C1003,480,1,2,7,26.52,30,29.0,10,18800000.0,96000.0,0.0,3.0,339.0
C1003,480,1,2,7,36.31,56,29.0,10,25600000.0,131000.0,0.0,3.0,339.0
C1003,480,1,2,7,36.44,12,29.0,10,25600000.0,131000.0,0.0,3.0,339.0
C1003,480,1,2,7,44.16,28,29.0,10,30000000.0,154000.0,0.0,3.0,339.0
C1003,480,1,2,7,44.29,6,29.0,10,30000000.0,154000.0,0.0,3.0,339.0
C2268,900,1,2,7,17.23,80,45.0,11,33446000.0,17420.0,0.0,2.0,633.0
C2268,900,1,2,7,17.23,324,45.0,11,33446000.0,17420.0,0.0,2.0,633.0
C2268,900,1,2,7,26.17,31,45.0,11,55185000.0,28740.0,0.0,2.0,633.0
C2268,900,1,2,7,26.17,37,45.0,11,55185000.0,28740.0,0.0,2.0,633.0
C2268,900,1,2,7,26.17,59,45.0,11,55185000.0,28740.0,0.0,2.0,633.0
C2268,900,1,2,7,26.17,39,45.0,11,55185000.0,28740.0,0.0,2.0,633.0
C2268,900,1,2,7,36.94,100,45.0,12,28200000.0,145930.0,0.0,2.0,633.0
C2268,900,1,2,7,39.68,41,45.0,11,84176000.0,43830.0,0.0,2.0,633.0
C2268,900,1,2,7,39.68,138,45.0,11,84176000.0,43830.0,0.0,2.0,633.0
C2268,900,1,2,7,39.79,19,45.0,11,84176000.0,43830.0,0.0,2.0,633.0
C2268,900,1,2,7,39.79,32,45.0,11,84176000.0,43830.0,0.0,2.0,633.0
C2551,674,1,15,1,21.99,160,18.0,8,8768000.0,123360.0,0.0,2.0,674.0
C2551,674,1,15,1,21.99,12,18.0,8,8768000.0,123360.0,0.0,2.0,674.0
C2551,674,1,15,1,21.99,180,18.0,8,8768000.0,123360.0,0.0,2.0,674.0
C2551,674,1,15,1,36.93,162,18.0,8,15790000.0,214850.0,0.0,2.0,674.0
C2551,674,1,15,1,36.93,16,18.0,8,15790000.0,214850.0,0.0,2.0,674.0
C2551,674,1,15,1,46.64,144,18.0,8,33410000.0,276530.0,0.0,2.0,674.0
C2688,150,1,13,1,26.59,44,1.0,8,4831000.0,86350.0,0.0,3.0,107.0
C2688,150,1,13,1,26.66,4,1.0,8,4831000.0,86350.0,0.0,3.0,107.0
C2688,150,1,13,1,33.53,56,1.0,8,6682000.0,115130.0,0.0,3.0,107.0
C2688,150,1,13,1,46.53,16,1.0,8,16448000.0,194290.0,0.0,3.0,107.0
C2688,150,1,13,3,24.59,26,1.0,3,9113000.0,86450.0,0.0,3.0,107.0
C2688,150,1,13,3,24.66,4,1.0,3,9163000.0,86940.0,0.0,3.0,107.0
C1030,75,1,4,7,16.39,14,12.0,10,34240000.0,142660.0,1.0,2.0,29.0
C1030,75,1,4,7,16.42,14,12.0,10,34240000.0,142660.0,1.0,2.0,29.0
C1030,75,1,4,7,26.41,6,12.0,10,52280000.0,217830.0,1.0,2.0,29.0
C1030,75,1,4,7,26.41,8,12.0,10,52280000.0,217830.0,1.0,2.0,29.0
C1030,75,1,4,7,36.08,14,12.0,10,67720000.0,282160.0,1.0,2.0,29.0
C1030,75,1,4,7,36.32,14,12.0,10,67720000.0,282160.0,1.0,2.0,29.0
C2451,395,1,14,5,59.18,23,2.0,1,50000000.0,450000.0,0.0,3.0,433.0
C2451,395,1,14,5,59.19,350,2.0,1,50000000.0,450000.0,0.0,3.0,433.0
C2451,395,1,14,5,59.51,9,2.0,1,50000000.0,450000.0,0.0,3.0,433.0
C2451,395,1,14,5,59.92,13,2.0,1,50000000.0,450000.0,0.0,3.0,433.0
C1749,848,1,4,7,20.59,200,34.0,10,21999000.0,100820.0,0.0,8.0,675.0
C1749,848,1,4,7,20.59,24,34.0,10,21999000.0,100820.0,0.0,8.0,675.0
C1749,848,1,4,7,22.59,72,34.0,10,24137000.0,110620.0,0.0,8.0,675.0
C1749,848,1,4,7,26.44,167,34.0,10,26933000.0,123440.0,0.0,8.0,675.0
C1749,848,1,4,7,26.44,15,34.0,10,26933000.0,123440.0,0.0,8.0,675.0
C1749,848,1,4,7,36.42,129,34.0,10,37090000.0,169990.0,0.0,8.0,675.0
C1749,848,1,4,7,36.42,9,34.0,10,37090000.0,169990.0,0.0,8.0,675.0
C1749,848,1,4,7,36.7,200,34.0,10,37378000.0,171310.0,0.0,8.0,675.0
C1749,848,1,4,7,36.7,24,34.0,10,7378000.0,171310.0,0.0,8.0,675.0
C1349,465,1,7,7,16.85,129,20.0,13,12780000.0,74000.0,0.0,3.0,322.0
C1349,465,1,7,7,16.85,23,20.0,13,12780000.0,74000.0,0.0,3.0,322.0
C1349,465,1,7,7,26.93,46,20.0,14,21540000.0,125000.0,0.0,3.0,322.0
C1349,465,1,7,7,26.93,12,20.0,14,21540000.0,125000.0,0.0,3.0,322.0
C1349,465,1,7,7,26.93,26,20.0,14,21540000.0,125000.0,0.0,3.0,322.0
C1349,465,1,7,7,36.72,204,20.0,14,29374000.0,171000.0,0.0,3.0,322.0
C1349,465,1,7,7,36.72,20,20.0,14,29374000.0,171000.0,0.0,3.0,322.0
C2043,469,1,2,7,16.95,186,23.0,10,18300000.0,82500.0,0.0,4.0,330.0
C2043,469,1,2,7,16.95,15,23.0,10,17560000.0,79160.0,0.0,4.0,330.0
C2043,469,1,2,7,26.79,6,23.0,10,27320000.0,123160.0,0.0,4.0,330.0
C2043,469,1,2,7,26.79,54,23.0,10,27320000.0,123160.0,0.0,4.0,330.0
C2043,469,1,2,7,26.9,17,23.0,10,27320000.0,123160.0,0.0,4.0,330.0
C2043,469,1,2,7,36.78,176,23.0,10,37240000.0,167890.0,0.0,4.0,330.0
C2043,469,1,2,7,36.97,6,23.0,10,37240000.0,167890.0,0.0,4.0,330.0
C1229,453,1,15,7,19.32,262,23.0,10,16228000.0,64910.0,0.0,2.0,317.0
C1229,453,1,15,7,34.15,59,23.0,10,27456000.0,109820.0,0.0,2.0,317.0
C1229,453,1,15,7,34.15,16,23.0,10,27456000.0,109820.0,0.0,2.0,317.0
C1229,453,1,15,7,38.2,68,23.0,10,30101000.0,120400.0,0.0,2.0,317.0
C1229,453,1,15,7,38.2,8,23.0,10,30101000.0,120400.0,0.0,2.0,317.0
C1229,453,1,15,7,38.25,3,23.0,10,30101000.0,120400.0,0.0,2.0,317.0
C1229,453,1,15,7,38.28,4,23.0,10,30101000.0,120400.0,0.0,2.0,317.0
C1229,453,1,15,7,44.02,30,23.0,10,33983000.0,135930.0,0.0,2.0,317.0
C2363,864,1,9,7,16.78,120,36.0,12,12920000.0,75000.0,0.0,6.0,603.0
C2363,864,1,9,7,26.75,24,36.0,12,20400000.0,119000.0,0.0,6.0,603.0
C2363,864,1,9,7,26.75,20,36.0,12,20400000.0,119000.0,0.0,6.0,603.0
C2363,864,1,9,7,26.78,148,36.0,12,20400000.0,119000.0,0.0,6.0,603.0
C2363,864,1,9,7,26.78,96,36.0,12,20400000.0,119000.0,0.0,6.0,603.0
C2363,864,1,9,7,36.48,448,36.0,12,27200000.0,158000.0,0.0,6.0,603.0
